--- GLOBAL RESULTS ---
Metric,Solid_Baseline,Porous_Result,Change_Percent
CL (Lift Coeff),0.275966,0.272174,-1.37%
CD (Drag Coeff),0.038353,0.041970,9.43%

--- PANEL DISTRIBUTION DATA ---
Panel_ID,XC,YC,Nx,Ny,Panel_Length,Cp_Solid,Cp_Porous,Cp_Difference,V_leakage
108,0.234591,0.088418,-0.051353,0.998681,0.008331,-0.608033,-0.749538,-0.141505,0.000000
109,0.226323,0.087961,-0.059110,0.998251,0.008230,-0.617708,-0.620038,-0.002329,0.903201
110,0.218160,0.087445,-0.067101,0.997746,0.008127,-0.627283,-0.493522,0.133760,0.000000
111,0.210107,0.086870,-0.075332,0.997159,0.008021,-0.636742,-0.578744,0.057998,0.000000
112,0.202165,0.086236,-0.083812,0.996482,0.007913,-0.646070,-0.613392,0.032678,0.000000
113,0.194338,0.085544,-0.092551,0.995708,0.007802,-0.655250,-0.637499,0.017750,0.000000
114,0.186628,0.084792,-0.101557,0.994830,0.007689,-0.664265,-0.658407,0.005858,0.000000
115,0.179040,0.083982,-0.110841,0.993838,0.007574,-0.673096,-0.679517,-0.006421,0.000000
116,0.171575,0.083113,-0.120415,0.992724,0.007456,-0.681722,-0.705475,-0.023753,0.000000
117,0.164237,0.082186,-0.130290,0.991476,0.007337,-0.690121,-0.758684,-0.068562,0.000000
118,0.157028,0.081201,-0.140479,0.990084,0.007215,-0.698269,-0.699313,-0.001044,0.459531
119,0.149951,0.080159,-0.150998,0.988534,0.007091,-0.706138,-0.639485,0.066654,0.000000
120,0.143010,0.079060,-0.161862,0.986813,0.006965,-0.713700,-0.692017,0.021684,0.000000
121,0.136206,0.077905,-0.173087,0.984907,0.006838,-0.720922,-0.718326,0.002597,0.000000
122,0.129542,0.076694,-0.184693,0.982796,0.006708,-0.727768,-0.740432,-0.012664,0.000000
123,0.123021,0.075427,-0.196699,0.980464,0.006577,-0.734196,-0.763504,-0.029308,0.000000
124,0.116646,0.074106,-0.209129,0.977888,0.006445,-0.740162,-0.792363,-0.052201,0.000000
125,0.110418,0.072732,-0.222005,0.975045,0.006311,-0.745613,-0.838955,-0.093343,0.000000
126,0.104341,0.071305,-0.235355,0.971909,0.006175,-0.750490,-0.972444,-0.221954,0.000000
127,0.098416,0.069826,-0.249208,0.968450,0.006039,-0.754726,-0.757803,-0.003077,1.369765
128,0.092645,0.068296,-0.263594,0.964634,0.005901,-0.758244,-0.549916,0.208328,0.000000
129,0.087032,0.066715,-0.278547,0.960422,0.005762,-0.760954,-0.674407,0.086547,0.000000
130,0.081578,0.065086,-0.294106,0.955773,0.005622,-0.762756,-0.721035,0.041721,0.000000
131,0.076286,0.063409,-0.310309,0.950636,0.005482,-0.763529,-0.752822,0.010708,0.000000
132,0.071156,0.061684,-0.327199,0.944956,0.005341,-0.763138,-0.783137,-0.019999,0.000000
133,0.066192,0.059914,-0.344823,0.938668,0.005200,-0.761422,-0.821990,-0.060567,0.000000
134,0.061396,0.058099,-0.363229,0.931700,0.005058,-0.758198,-0.891855,-0.133657,0.000000
135,0.056768,0.056240,-0.382470,0.923968,0.004916,-0.753249,-1.123064,-0.369816,0.000000
136,0.052311,0.054339,-0.402600,0.915376,0.004775,-0.746326,-0.707869,0.038457,2.499069
137,0.048027,0.052396,-0.423675,0.905814,0.004634,-0.737139,-0.323493,0.413646,0.000000
138,0.043917,0.050413,-0.445752,0.895157,0.004494,-0.725352,-0.515394,0.209958,0.000000
139,0.039983,0.048390,-0.468886,0.883259,0.004354,-0.710578,-0.570755,0.139824,0.000000
140,0.036226,0.046330,-0.493130,0.869956,0.004216,-0.692372,-0.595325,0.097047,0.000000
141,0.032648,0.044233,-0.518532,0.855059,0.004079,-0.670226,-0.609932,0.060293,0.000000
142,0.029251,0.042100,-0.545127,0.838353,0.003945,-0.643565,-0.626580,0.016985,0.000000
143,0.026034,0.039932,-0.572938,0.819599,0.003813,-0.611749,-0.667856,-0.056107,0.000000
144,0.023001,0.037731,-0.601964,0.798523,0.003684,-0.574074,-0.861603,-0.287529,0.000000
145,0.020151,0.035497,-0.632173,0.774827,0.003559,-0.529789,-0.414562,0.115227,2.644069
146,0.017486,0.033232,-0.663491,0.748184,0.003438,-0.478114,-0.007415,0.470699,0.000000
147,0.015008,0.030936,-0.695790,0.718245,0.003321,-0.418286,-0.137564,0.280722,0.000000
148,0.012716,0.028611,-0.728872,0.684650,0.003210,-0.349615,-0.130821,0.218794,0.000000
149,0.010612,0.026257,-0.762454,0.647042,0.003106,-0.271570,-0.085486,0.186083,0.000000
150,0.008697,0.023875,-0.796157,0.605090,0.003009,-0.183890,-0.019188,0.164702,0.000000
151,0.006971,0.021466,-0.829490,0.558522,0.002920,-0.086721,0.061964,0.148685,0.000000
152,0.005436,0.019031,-0.861851,0.507161,0.002840,0.019238,0.154646,0.135408,0.000000
153,0.004091,0.016571,-0.892538,0.450971,0.002771,0.132602,0.256102,0.123500,0.000000
154,0.002937,0.014085,-0.920771,0.390103,0.002712,0.251200,0.363374,0.112174,0.000000
155,0.001974,0.011576,-0.945737,0.324932,0.002666,0.372079,0.473037,0.100958,0.000000
156,0.001204,0.009043,-0.966657,0.256074,0.002633,0.491614,0.581200,0.089586,0.000000
157,0.000626,0.006486,-0.982854,0.184387,0.002613,0.605766,0.683704,0.077938,0.000000
158,0.000241,0.003907,-0.993829,0.110925,0.002606,0.710455,0.776459,0.066004,0.000000
159,0.000048,0.001306,-0.999320,0.036869,0.002614,0.801966,0.855821,0.053855,0.000000
160,0.000048,-0.001306,-0.999320,-0.036869,0.002614,0.877340,0.918952,0.041612,0.000000
161,0.000241,-0.003907,-0.993829,-0.110925,0.002606,0.935419,0.964613,0.029195,0.000000
162,0.000626,-0.006486,-0.982854,-0.184387,0.002613,0.975078,0.991691,0.016613,0.000000
163,0.001204,-0.009043,-0.966657,-0.256074,0.002633,0.996061,0.999976,0.003914,0.000000
164,0.001974,-0.011576,-0.945737,-0.324932,0.002666,0.999106,0.990230,-0.008876,0.000000
165,0.002937,-0.014085,-0.920771,-0.390103,0.002712,0.985856,0.964049,-0.021807,0.000000
166,0.004091,-0.016571,-0.892538,-0.450971,0.002771,0.958622,0.923570,-0.035052,0.000000
167,0.005436,-0.019031,-0.861851,-0.507161,0.002840,0.920083,0.871092,-0.048990,0.000000
168,0.006971,-0.021466,-0.829490,-0.558522,0.002920,0.872990,0.808652,-0.064338,0.000000
169,0.008697,-0.023875,-0.796157,-0.605090,0.003009,0.819940,0.737491,-0.082449,0.000000
170,0.010612,-0.026257,-0.762454,-0.647042,0.003106,0.763224,0.657129,-0.106095,0.000000
171,0.012716,-0.028611,-0.728872,-0.684650,0.003210,0.704748,0.562789,-0.141959,0.000000
172,0.015008,-0.030936,-0.695790,-0.718245,0.003321,0.646026,0.434321,-0.211704,0.000000
173,0.017486,-0.033232,-0.663491,-0.748184,0.003438,0.588200,0.130678,-0.457522,0.000000
174,0.020151,-0.035497,-0.632173,-0.774827,0.003559,0.532093,0.479062,-0.053031,-4.048606
175,0.023001,-0.037731,-0.601964,-0.798523,0.003684,0.478263,0.731798,0.253535,0.000000
176,0.026034,-0.039932,-0.572938,-0.819599,0.003813,0.427058,0.530813,0.103755,0.000000
177,0.029251,-0.042100,-0.545127,-0.838353,0.003945,0.378668,0.426694,0.048026,0.000000
178,0.032648,-0.044233,-0.518532,-0.855059,0.004079,0.333164,0.348226,0.015062,0.000000
179,0.036226,-0.046330,-0.493130,-0.869956,0.004216,0.290534,0.279693,-0.010841,0.000000
180,0.039983,-0.048390,-0.468886,-0.883259,0.004354,0.250709,0.212958,-0.037750,0.000000
181,0.043917,-0.050413,-0.445752,-0.895157,0.004494,0.213582,0.135778,-0.077803,0.000000
182,0.048027,-0.052396,-0.423675,-0.905814,0.004634,0.179024,-0.014631,-0.193656,0.000000
183,0.052311,-0.054339,-0.402600,-0.915376,0.004775,0.146894,0.144379,-0.002515,-1.655749
184,0.056768,-0.056240,-0.382470,-0.923968,0.004916,0.117048,0.287139,0.170091,0.000000
185,0.061396,-0.058099,-0.363229,-0.931700,0.005058,0.089340,0.162699,0.073359,0.000000
186,0.066192,-0.059914,-0.344823,-0.938668,0.005200,0.063630,0.103769,0.040138,0.000000
187,0.071156,-0.061684,-0.327199,-0.944956,0.005341,0.039786,0.060812,0.021026,0.000000
188,0.076286,-0.063409,-0.310309,-0.950636,0.005482,0.017680,0.024434,0.006754,0.000000
189,0.081578,-0.065086,-0.294106,-0.955773,0.005622,-0.002804,-0.009488,-0.006684,0.000000
190,0.087032,-0.066715,-0.278547,-0.960422,0.005762,-0.021776,-0.045748,-0.023971,0.000000
191,0.092645,-0.068296,-0.263594,-0.964634,0.005901,-0.039338,-0.105548,-0.066210,0.000000
192,0.098416,-0.069826,-0.249208,-0.968450,0.006039,-0.055583,-0.058629,-0.003046,-0.531625
193,0.104341,-0.071305,-0.235355,-0.971909,0.006175,-0.070596,-0.012893,0.057703,0.000000
194,0.110418,-0.072732,-0.222005,-0.975045,0.006311,-0.084457,-0.066296,0.018161,0.000000
195,0.116646,-0.074106,-0.209129,-0.977888,0.006445,-0.097238,-0.094697,0.002541,0.000000
196,0.123021,-0.075427,-0.196699,-0.980464,0.006577,-0.109007,-0.117657,-0.008650,0.000000
197,0.129542,-0.076694,-0.184693,-0.982796,0.006708,-0.119824,-0.139430,-0.019606,0.000000
198,0.136206,-0.077905,-0.173087,-0.984907,0.006838,-0.129747,-0.163267,-0.033520,0.000000
199,0.143010,-0.079060,-0.161862,-0.986813,0.006965,-0.138827,-0.196322,-0.057495,0.000000
200,0.149951,-0.080159,-0.150998,-0.988534,0.007091,-0.147114,-0.279033,-0.131919,0.000000
201,0.157028,-0.081201,-0.140479,-0.990084,0.007215,-0.154652,-0.156197,-0.001546,-0.978454
202,0.164237,-0.082186,-0.130290,-0.991476,0.007337,-0.161483,-0.041241,0.120242,0.000000
203,0.171575,-0.083113,-0.120415,-0.992724,0.007456,-0.167646,-0.115349,0.052297,0.000000
204,0.179040,-0.083982,-0.110841,-0.993838,0.007574,-0.173177,-0.143139,0.030039,0.000000
205,0.186628,-0.084792,-0.101557,-0.994830,0.007689,-0.178111,-0.160451,0.017660,0.000000
206,0.194338,-0.085544,-0.092551,-0.995708,0.007802,-0.182479,-0.173772,0.008707,0.000000
207,0.202165,-0.086236,-0.083812,-0.996482,0.007913,-0.186311,-0.185747,0.000564,0.000000
208,0.210107,-0.086870,-0.075332,-0.997159,0.008021,-0.189635,-0.199142,-0.009506,0.000000
209,0.218160,-0.087445,-0.067101,-0.997746,0.008127,-0.192480,-0.225543,-0.033063,0.000000
210,0.226323,-0.087961,-0.059110,-0.998251,0.008230,-0.194868,-0.193645,0.001223,-0.277293
211,0.234591,-0.088418,-0.051353,-0.998681,0.008331,-0.196826,-0.162117,0.034709,0.000000
212,0.242961,-0.088816,-0.043822,-0.999039,0.008429,-0.198375,-0.186158,0.012217,0.000000
213,0.251430,-0.089157,-0.036510,-0.999333,0.008524,-0.199538,-0.196368,0.003170,0.000000
214,0.259996,-0.089439,-0.029410,-0.999567,0.008616,-0.200335,-0.203771,-0.003436,0.000000
215,0.268653,-0.089664,-0.022517,-0.999746,0.008705,-0.200787,-0.210765,-0.009978,0.000000
216,0.277400,-0.089831,-0.015825,-0.999875,0.008792,-0.200911,-0.219224,-0.018313,0.000000
217,0.286233,-0.089942,-0.009328,-0.999956,0.008875,-0.200726,-0.233347,-0.032621,0.000000
218,0.295148,-0.089997,-0.003021,-0.999995,0.008955,-0.200250,-0.276769,-0.076519,0.000000
219,0.304142,-0.089997,0.003101,-0.999995,0.009033,-0.199499,-0.199028,0.000471,-0.576143
220,0.313212,-0.089941,0.009044,-0.999959,0.009107,-0.198489,-0.124163,0.074326,0.000000
221,0.322353,-0.089832,0.014811,-0.999890,0.009178,-0.197235,-0.164491,0.032744,0.000000
222,0.331563,-0.089670,0.020407,-0.999792,0.009245,-0.195751,-0.176585,0.019167,0.000000
223,0.340838,-0.089455,0.025838,-0.999666,0.009310,-0.194053,-0.182483,0.011569,0.000000
224,0.350175,-0.089189,0.031107,-0.999516,0.009371,-0.192152,-0.186131,0.006021,0.000000
225,0.359569,-0.088873,0.036218,-0.999344,0.009428,-0.190062,-0.189144,0.000917,0.000000
226,0.369017,-0.088507,0.041177,-0.999152,0.009482,-0.187794,-0.193245,-0.005451,0.000000
227,0.378516,-0.088093,0.045987,-0.998942,0.009533,-0.185361,-0.205751,-0.020389,0.000000
228,0.388061,-0.087631,0.050651,-0.998716,0.009580,-0.182774,-0.181427,0.001346,-0.177789
229,0.397650,-0.087123,0.055175,-0.998477,0.009624,-0.180042,-0.157255,0.022787,0.000000
230,0.407278,-0.086569,0.059563,-0.998225,0.009664,-0.177176,-0.168837,0.008339,0.000000
231,0.416942,-0.085972,0.063817,-0.997962,0.009701,-0.174185,-0.171676,0.002509,0.000000
232,0.426638,-0.085332,0.067943,-0.997689,0.009734,-0.171079,-0.172850,-0.001772,0.000000
233,0.436363,-0.084650,0.071944,-0.997409,0.009763,-0.167865,-0.173895,-0.006029,0.000000
234,0.446111,-0.083928,0.075825,-0.997121,0.009788,-0.164552,-0.176014,-0.011462,0.000000
235,0.455881,-0.083166,0.079588,-0.996828,0.009810,-0.161148,-0.181919,-0.020771,0.000000
236,0.465668,-0.082367,0.083237,-0.996530,0.009828,-0.157658,-0.206831,-0.049173,0.000000
237,0.475467,-0.081531,0.086777,-0.996228,0.009843,-0.154090,-0.153522,0.000568,-0.383032
238,0.485277,-0.080659,0.090212,-0.995923,0.009853,-0.150451,-0.101379,0.049071,0.000000
239,0.495092,-0.079753,0.093544,-0.995615,0.009860,-0.146745,-0.125068,0.021676,0.000000
240,0.504908,-0.078815,0.096779,-0.995306,0.009863,-0.142977,-0.130245,0.012733,0.000000
241,0.514723,-0.077845,0.099918,-0.994996,0.009862,-0.139154,-0.131454,0.007700,0.000000
242,0.524533,-0.076845,0.102966,-0.994685,0.009858,-0.135279,-0.131287,0.003992,0.000000
243,0.534332,-0.075816,0.105927,-0.994374,0.009850,-0.131356,-0.130806,0.000549,0.000000
244,0.544119,-0.074759,0.108804,-0.994063,0.009837,-0.127388,-0.131168,-0.003780,0.000000
245,0.553889,-0.073676,0.111601,-0.993753,0.009821,-0.123380,-0.137339,-0.013959,0.000000
246,0.563637,-0.072567,0.114320,-0.993444,0.009802,-0.119334,-0.118523,0.000810,-0.124917
247,0.573362,-0.071435,0.116966,-0.993136,0.009778,-0.115252,-0.099731,0.015521,0.000000
248,0.583058,-0.070280,0.119541,-0.992829,0.009751,-0.111137,-0.105544,0.005593,0.000000
249,0.592722,-0.069104,0.122048,-0.992524,0.009720,-0.106990,-0.105409,0.001582,0.000000
250,0.602350,-0.067908,0.124492,-0.992221,0.009685,-0.102813,-0.104174,-0.001360,0.000000
251,0.611939,-0.066694,0.126874,-0.991919,0.009646,-0.098608,-0.102872,-0.004264,0.000000
252,0.621484,-0.065461,0.129198,-0.991619,0.009604,-0.094374,-0.102289,-0.007916,0.000000
253,0.630983,-0.064213,0.131467,-0.991321,0.009557,-0.090112,-0.104164,-0.014052,0.000000
254,0.640431,-0.062949,0.133684,-0.991024,0.009507,-0.085823,-0.118193,-0.032369,0.000000
255,0.649825,-0.061671,0.135851,-0.990729,0.009454,-0.081507,-0.082385,-0.000878,-0.253949
256,0.659162,-0.060381,0.137970,-0.990436,0.009396,-0.077163,-0.046913,0.030250,0.000000
257,0.668437,-0.059079,0.140045,-0.990145,0.009335,-0.072791,-0.060559,0.012232,0.000000
258,0.677647,-0.057767,0.142078,-0.989855,0.009271,-0.068390,-0.062320,0.006070,0.000000
259,0.686788,-0.056445,0.144071,-0.989567,0.009202,-0.063958,-0.061676,0.002282,0.000000
260,0.695858,-0.055116,0.146026,-0.989281,0.009131,-0.059495,-0.060412,-0.000918,0.000000
261,0.704852,-0.053779,0.147945,-0.988996,0.009055,-0.054998,-0.059491,-0.004493,0.000000
262,0.713767,-0.052437,0.149830,-0.988712,0.008976,-0.050467,-0.060526,-0.010059,0.000000
263,0.722600,-0.051090,0.151683,-0.988429,0.008894,-0.045898,-0.071920,-0.026021,0.000000
264,0.731347,-0.049740,0.153507,-0.988148,0.008808,-0.041290,-0.040334,0.000956,-0.223607
265,0.740004,-0.048387,0.155301,-0.987867,0.008718,-0.036641,-0.008806,0.027835,0.000000
266,0.748570,-0.047032,0.157068,-0.987588,0.008625,-0.031947,-0.019727,0.012220,0.000000
267,0.757039,-0.045678,0.158809,-0.987309,0.008529,-0.027206,-0.020304,0.006903,0.000000
268,0.765409,-0.044324,0.160526,-0.987032,0.008429,-0.022416,-0.018733,0.003683,0.000000
269,0.773677,-0.042972,0.162219,-0.986755,0.008326,-0.017572,-0.016535,0.001037,0.000000
270,0.781840,-0.041623,0.163889,-0.986479,0.008220,-0.012671,-0.014485,-0.001814,0.000000
